Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
43,25,2022-01-15,32-123,MIA,,PHI,L (-11),1,35:15,1,11,.091,0,2,.000,6,7,.857,2,3,5,9,2,1,1,1,8,10.2,+1
44,26,2022-01-17,32-125,MIA,,TOR,W (+5),1,36:20,6,14,.429,0,1,.000,7,8,.875,3,7,10,10,1,0,3,0,19,20.4,+13
45,27,2022-01-19,32-127,MIA,,POR,W (+12),1,15:14,1,4,.250,0,0,,2,2,1.000,1,2,3,3,0,0,2,0,4,3.0,-5
46,28,2022-01-21,32-129,MIA,@,ATL,L (-2),1,36:28,5,14,.357,1,3,.333,2,2,1.000,1,7,8,8,2,0,2,1,13,13.2,+2
47,29,2022-01-23,32-131,MIA,,LAL,W (+6),1,38:36,7,18,.389,1,4,.250,5,5,1.000,0,10,10,12,2,1,1,1,20,22.9,-6
48,30,2022-01-26,32-134,MIA,,NYK,W (+14),1,29:15,7,8,.875,0,1,.000,8,9,.889,2,4,6,5,2,0,4,4,22,21.3,+26
49,31,2022-01-28,32-136,MIA,,LAC,W (+7),1,37:19,5,12,.417,0,1,.000,16,16,1.000,2,4,6,9,3,1,1,2,26,30.4,+12
50,32,2022-01-29,32-137,MIA,,TOR,L (-4),1,52:27,14,25,.560,1,5,.200,8,11,.727,4,9,13,10,3,2,5,3,37,34.6,+1
51,,2022-01-31,32-139,MIA,@,BOS,L (-30),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
52,33,2022-02-01,32-140,MIA,@,TOR,L (-4),1,40:23,3,10,.300,0,3,.000,10,10,1.000,2,6,8,12,2,0,3,1,16,20.4,0
53,34,2022-02-03,32-142,MIA,@,SAS,W (+17),1,25:07,7,14,.500,0,1,.000,3,3,1.000,3,4,7,3,0,0,0,3,17,14.2,+6
54,35,2022-02-05,32-144,MIA,@,CHO,W (+18),1,29:18,10,13,.769,0,1,.000,7,7,1.000,2,4,6,4,0,1,2,1,27,25.6,+19
55,36,2022-02-07,32-146,MIA,@,WAS,W (+21),1,29:43,7,13,.538,0,0,,5,6,.833,1,2,3,4,1,0,4,2,19,12.6,+21
56,37,2022-02-10,32-149,MIA,@,NOP,W (+15),1,35:36,9,16,.563,0,1,.000,11,11,1.000,2,6,8,3,4,1,3,1,29,28.0,+15
57,38,2022-02-12,32-151,MIA,,BRK,W (+4),1,34:10,4,11,.364,0,1,.000,5,6,.833,3,3,6,3,0,0,3,2,13,7.8,+7
58,39,2022-02-15,32-154,MIA,,DAL,L (-8),1,37:51,8,18,.444,0,2,.000,13,14,.929,4,6,10,3,0,0,2,2,29,23.1,+4
59,40,2022-02-17,32-156,MIA,@,CHO,W (+4),1,51:05,5,24,.208,1,8,.125,4,4,1.000,2,8,10,8,1,2,4,3,15,6.8,+23
60,41,2022-02-25,32-164,MIA,@,NYK,W (+15),1,33:37,9,20,.450,0,0,,5,9,.556,1,1,2,2,2,0,1,3,23,13.2,-4
61,42,2022-02-26,32-165,MIA,,SAS,W (+4),1,29:53,7,11,.636,1,2,.500,12,15,.800,0,3,3,3,2,0,3,2,27,22.1,-3
62,43,2022-02-28,32-167,MIA,,CHI,W (+13),1,28:33,4,13,.308,0,1,.000,7,10,.700,2,5,7,4,4,0,2,1,15,13.6,+18
63,44,2022-03-02,32-169,MIA,@,MIL,L (-1),1,35:08,2,14,.143,0,3,.000,2,2,1.000,1,2,3,2,0,2,1,1,6,-0.3,-21
64,,2022-03-03,32-170,MIA,@,BRK,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
65,45,2022-03-05,32-172,MIA,,PHI,W (+17),1,33:14,6,15,.400,1,2,.500,8,11,.727,2,2,4,5,2,1,4,3,21,14.7,+13
66,46,2022-03-07,32-174,MIA,,HOU,W (+17),1,29:17,7,11,.636,0,0,,7,9,.778,2,5,7,4,1,1,2,0,21,20.7,+15
67,,2022-03-09,32-176,MIA,,PHO,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,47,2022-03-11,32-178,MIA,,CLE,W (+12),1,33:51,7,14,.500,0,1,.000,10,12,.833,2,2,4,5,3,1,1,1,24,24.0,+15
69,,2022-03-12,32-179,MIA,,MIN,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
