Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
26,18,2021-12-08,30-118,MIL,@,MIA,L (-9),1,35:08,5,13,.385,4,8,.500,6,6,1.000,3,3,6,4,0,0,6,4,20,11.1,-15
27,19,2021-12-10,30-120,MIL,@,HOU,W (+9),1,35:43,6,18,.333,5,11,.455,4,5,.800,1,7,8,5,1,0,3,1,21,14.3,+20
28,20,2021-12-12,30-122,MIL,@,NYK,W (+15),1,31:53,8,17,.471,4,11,.364,4,4,1.000,0,8,8,4,2,0,3,3,24,18.3,+18
29,21,2021-12-13,30-123,MIL,@,BOS,L (-14),1,23:49,2,8,.250,0,1,.000,0,0,,2,6,8,3,0,0,3,4,4,-0.1,-13
30,,2021-12-15,30-125,MIL,,IND,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,,2021-12-17,30-127,MIL,@,NOP,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,,2021-12-18,30-128,MIL,,CLE,L (-29),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
33,22,2021-12-22,30-132,MIL,,HOU,W (+20),1,28:21,7,17,.412,1,5,.200,8,9,.889,1,2,3,6,1,0,0,3,23,18.8,+3
34,23,2021-12-23,30-133,MIL,@,DAL,W (+7),1,31:32,8,14,.571,2,3,.667,8,8,1.000,0,5,5,7,1,0,5,3,26,20.6,+11
35,24,2021-12-25,30-135,MIL,,BOS,W (+4),1,35:47,5,13,.385,4,9,.444,3,4,.750,1,2,3,7,1,1,4,1,17,13.0,+21
36,25,2021-12-28,30-138,MIL,@,ORL,W (+17),1,31:28,8,14,.571,2,5,.400,3,5,.600,1,1,2,3,1,0,4,1,21,13.3,-12
37,26,2021-12-30,30-140,MIL,@,ORL,W (+18),1,32:55,6,15,.400,3,7,.429,7,7,1.000,0,3,3,6,1,0,1,4,22,17.4,+7
