Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
34,,2021-12-29,22-304,DAL,@,SAC,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,,2021-12-31,22-306,DAL,@,SAC,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,22,2022-01-02,22-308,DAL,@,OKC,W (+9),1,31:27,6,14,.429,2,6,.333,0,0,,0,9,9,10,1,0,7,1,14,9.9,-4
37,23,2022-01-03,22-309,DAL,,DEN,W (+14),1,33:55,7,18,.389,1,6,.167,6,8,.750,0,8,8,15,4,0,3,5,21,22.3,+25
38,24,2022-01-05,22-311,DAL,,GSW,W (+17),1,34:14,7,18,.389,2,8,.250,10,12,.833,0,7,7,8,2,0,6,1,26,18.7,+2
39,,2022-01-07,22-313,DAL,@,HOU,W (+24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
40,25,2022-01-09,22-315,DAL,,CHI,W (+14),1,35:24,8,23,.348,2,6,.333,4,4,1.000,0,14,14,14,0,0,4,1,22,18.7,+26
41,26,2022-01-12,22-318,DAL,@,NYK,L (-23),1,36:20,8,23,.348,1,9,.111,4,6,.667,1,10,11,5,2,0,6,2,21,9.7,-24
42,27,2022-01-14,22-320,DAL,@,MEM,W (+27),1,31:45,12,22,.545,0,6,.000,3,4,.750,1,12,13,10,0,0,6,2,27,20.5,+12
43,28,2022-01-15,22-321,DAL,,ORL,W (+16),1,31:23,7,19,.368,1,6,.167,8,9,.889,1,8,9,3,0,0,1,3,23,15.1,+20
44,29,2022-01-17,22-323,DAL,,OKC,W (+2),1,38:40,4,17,.235,0,6,.000,12,14,.857,2,9,11,12,3,3,2,2,20,23.7,+12
